Time,RPM,Engine_Temp,Oil_Pressure,Vibration,Fuel_Rate,Crankshaft,Overheating,Lubricant,Misfires,Piston,Starter,Temperature,Humidity,Altitude,Load_Percent,Temp_Gradient,Vibration_Rolling,Env_Stress_Index,Fault_Simulated,Sensor_Noise_Level,Env_Scenario,Fault_Progression_Stage,Progression_Sequence_ID,Has_Missing_Values,Missing_Value_Count,Decision
t11,2792.501011735329,104.5530099102558,3.3213308441515683,0.5661651747445163,6.744541543545155,11.204031447968873,17.183919954183164,12.924402983153572,5.478741075992879,5.983340161788105,327.20766641486864,20.302439249426325,74.11335393808663,924.8237786712684,51.90454754360868,11.36,0.547,0.462,0,Medium,Normal,None,-1,0,0,Minor
t12,3289.990490472988,120.66690936278773,2.6085512936142967,0.8155535060664802,9.49582335311931,12.316114484848148,21.167015378032424,8.6027410498862,8.303741047520447,10.53685993704427,329.393159913399,23.03230393929376,62.53396018117697,2608.820894335782,73.79307478840767,16.64,0.653,0.599,0,Medium,Normal,None,-1,1,1,Moderate
t13,3291.341987430939,122.9789440496092,2.497755866211664,0.740973756363869,8.68676230833893,11.454398139203661,19.018956749312835,11.900634148859796,7.396500724798387,11.613637303045898,317.91117221639246,26.880671303544577,83.49558100301066,1864.3087188964807,78.58530761257138,3.58,0.645,0.608,0,Medium,Normal,None,-1,0,0,Moderate
t14,3243.096357407696,120.06584822203044,2.110609368140763,0.7220664463162538,8.671153601168276,13.181678299636422,19.02831527293289,7.067922744787358,6.423778794248078,12.649373266754724,309.28668818373876,26.323628984066723,70.67890091912552,2777.443446195187,77.3543795157242,-2.04,0.624,0.654,0,Medium,Normal,None,-1,1,1,Moderate
t15,2689.5646175024763,106.04443622766564,3.096156294218763,0.4476098838897496,7.351084764250526,12.17228081667935,17.820151081509223,9.7616119822206,7.282219312527189,10.371490739814448,354.6631800031832,21.736760266257857,52.70984322215588,1234.6307066871193,47.97674034279179,-13.66,0.658,0.45,0,Medium,Normal,None,-1,1,2,Minor
t16,3256.0760404859743,122.9506545532014,2.2805170851436083,0.8411111717853,8.422138230316637,13.595065612818962,20.525950653369552,10.415959039123281,7.8419727388157705,12.524522733749457,337.15234955682877,31.12507720296519,79.12864170856275,2317.671958259841,74.78672097365843,17.48,0.713,0.665,0,High,Normal,None,-1,0,0,Moderate
t17,1961.5607777124237,87.86037840532978,3.781036693479802,0.14151223284448416,6.168654337571552,8.540455111175008,8.124121380645427,15.793439646803678,2.680886722674603,6.198056809237682,369.8449543959555,20.331647358656394,52.50259505109865,1029.4066605418982,25.809030675069756,-35.09,0.579,0.422,0,Medium,Normal,None,-1,0,0,Good
t18,4195.67721687589,140.24411896452207,1.5512885389234325,1.1567813219571634,10.61647931774071,16.657806832300142,24.38246473067819,6.64723864577606,8.007792628508893,15.174950056074392,332.14946664849674,31.297201701335005,67.89974515465265,679.4107062241893,96.37232289711244,55.04,0.662,0.5,1,Medium,Normal,None,-1,1,1,Critical
t19,3158.400960098275,121.74206575110365,2.1126375911132143,0.7960366028468482,8.939806736074832,15.149743657154861,19.627750873069722,7.487919940721971,7.495365485818125,9.464469282945819,332.85757297994064,29.4815204651525,50.02971657844934,2407.014417250294,79.2669014540061,-17.0,0.677,0.596,0,Medium,Normal,None,-1,1,2,Moderate
t20,3998.9844192631517,145.52007613292412,1.864534020173205,1.2599177463837659,10.387338658812366,15.009489526179179,24.32310687474519,6.2448510394014365,9.959704340160503,12.324492943021474,324.311260955443,31.696417521368403,51.03578434442834,830.3816658821419,93.8415783273429,26.31,0.839,0.478,0,Medium,Normal,None,-1,0,0,Critical
t21,4407.784729811895,147.45101968687266,1.9593566742206083,1.217530227454689,11.192046692374895,19.94940601194993,25.520026532880124,6.387658279220891,9.088502586105154,12.205683127829234,311.6650063999989,35.875488923355284,35.49144237823894,2159.8261332896486,95.64637172986846,3.12,0.914,0.585,1,Medium,Normal,None,-1,1,2,Critical
t22,2309.8217841019164,92.10970276942564,3.5709059041200804,0.40102130004755665,6.205499015712848,9.841326502949554,11.497054834182263,11.02991559990667,4.438578604273511,6.3233621754842035,364.7699026318204,23.08663232503683,68.12394191363288,862.2468512418604,24.56520911576706,-55.34,0.966,0.462,0,Medium,Normal,None,-1,0,0,Good
t23,2715.5620103742494,109.0999167006184,3.1911717367170698,0.5380160836915925,6.87542062376377,6.505135342358286,11.334434878485137,10.806513704827037,4.464697950583848,6.803958756206283,355.1086454085065,26.010907064021033,85.29129188425735,1822.2419279321753,50.75803608635498,17.14,0.843,0.603,1,Medium,Normal,None,-1,0,0,Minor
t24,3928.0021800785353,142.96104701521008,1.7578798954446269,1.2526128018324272,11.063861646720024,17.74388336869549,22.503678213721155,6.631566030376713,10.019786164316683,14.60864419324951,296.8239534040073,33.49678173533559,66.39452380928859,1132.2935799791371,90.55657599286415,34.95,0.934,0.55,0,Medium,Normal,None,-1,1,2,Critical
t25,2761.878002965253,104.5123961825559,2.7430562492103445,0.5724412078986273,7.107530841058673,12.180644898461042,14.804768319784761,9.543794066032481,4.798716543307747,10.460101387896614,345.21881031439443,18.818827401481144,89.85560541480665,2434.594621593425,47.902100511344756,-37.51,0.796,0.617,0,Medium,Normal,None,-1,1,2,Minor
t26,4114.566428152415,139.91565059329665,1.969037012545393,1.2602526007567993,10.074223076992093,15.454367503537394,23.911163958471324,5.5490905363277765,10.111446005484138,13.93846452239725,310.645685268539,25.37717433007954,30.800690876376237,2028.7766473605511,91.64299079848684,37.96,0.805,0.493,1,Medium,Normal,None,-1,0,0,Critical
t27,2221.116798705742,89.34960182914195,3.9112409562958566,0.40331678714202823,6.773723490634841,9.63821676207674,15.013375953619684,12.305486242719093,3.4916442169675017,5.091724556426493,389.18147259835,18.59943376880024,70.56135360146,125.92070482871132,24.374443792829137,-50.57,0.805,0.374,0,Low,Normal,None,-1,1,2,Good
t28,4154.933352990162,137.2473267875639,1.59161021866667,1.126428167659354,10.22769432482213,17.405287474963462,25.583032369186427,6.13922380960451,10.493184762114856,13.72125677368205,333.25680355588787,27.44820620363022,76.87571222328422,575.7707490039992,93.38719872775165,50.81,0.923,0.486,1,Medium,Normal,None,-1,1,2,Critical
t29,3254.8189996367114,115.87572251724896,2.2850821214830273,0.7790610668939696,8.413457954322752,12.132611383413925,20.910890746083616,6.685377221237628,6.501772399813978,10.35654560443213,333.29976412615014,24.129535424472124,53.56400207017536,1500.9379948616902,75.04928198876769,-19.38,0.828,0.491,1,Medium,Normal,None,-1,0,0,Moderate
t30,4302.10157738784,140.28446641767925,1.6110186474597068,1.070284635838005,9.958021833633147,15.674489314078912,28.49215093755649,4.214499146246727,8.08094863586942,12.161767801842402,327.92478861445977,32.8330984060687,65.05230630729416,2194.9576547751813,87.79765389675056,25.82,0.928,0.634,1,High,Normal,None,-1,1,2,Critical
t31,2179.772832038839,93.88317729744341,3.6696968931533616,0.39065791930440313,6.639292925528295,9.305188159429159,14.55196256787683,11.148416552913606,3.7222438058485134,8.690001695634232,375.8875302034636,21.042090210548373,16.588272733973838,579.9419917356438,25.37096013077831,-46.4,0.754,0.307,0,Low,Normal,None,-1,0,0,Good
t32,2974.039147361473,107.61961266200672,3.168298104379143,0.5778450096645785,6.726058700081432,10.346016704617599,17.216736027535912,11.435040707412682,5.65042520565762,7.025613853650342,377.7849314275417,26.423934625834654,26.26504670079987,1253.610052549997,54.93986229955677,14.41,0.789,0.423,0,Medium,Normal,None,-1,1,1,Minor
t33,2903.216052022465,105.18228022255953,2.8402458086057547,0.6406687576031492,7.336134359602411,12.498491593885348,18.57654022178172,12.52456147407702,6.655870595373941,9.211638341798276,365.9900634963115,22.14581846223917,76.74311403847054,2454.952921250253,59.43397380092208,-1.54,0.692,0.612,0,Medium,Normal,None,-1,0,0,Minor
t34,2789.2729413696266,101.76853150847796,2.694539627578278,0.45467977033104734,6.936935066202506,10.641650306838438,17.252833299163377,6.572048827633032,6.929248957838718,9.561860393208196,321.8551427638827,22.689236027821597,77.53486273463399,1188.431556406559,51.315382285074506,-2.87,0.627,0.508,0,Medium,Normal,None,-1,1,3,Minor
t35,4261.154660955594,140.88515977798133,2.055105051004855,1.1786468467541888,10.454899054047829,17.545235541469633,24.259447938035358,11.09726326481304,9.80987634257347,11.243652528736543,307.72733833306046,34.30632916083688,71.17297445711932,576.901295658862,96.14805443860143,40.99,0.648,0.519,1,Medium,Normal,None,-1,0,0,Critical
t36,2732.5164354594694,104.07290994917771,2.7969293432805706,0.5062795541133148,7.042379830487599,12.49150285385725,17.667468728751114,10.786532940311023,4.610304561224885,8.677375141142093,336.4193754817898,23.80583823826833,65.84566326010851,2776.2403118775965,52.17199401327388,-36.45,0.672,0.626,0,Medium,Normal,None,-1,1,1,Minor
t37,3377.2845268226674,125.13799604678705,2.582250829029855,0.8375860223120898,8.487431677355833,15.24834947130453,21.79531052727179,9.158548719914405,7.553581625797699,11.370471822399178,359.71499619457444,32.555039749613854,46.90488423518623,1671.8857092260926,65.52295228574295,21.82,0.724,0.546,0,Medium,Normal,None,-1,0,0,Moderate
t38,2232.1488216224598,89.67088012099961,3.8476646750595394,0.3416852332995159,6.199456692570495,10.503085724093419,14.539522111265075,12.493223813615268,2.902925702492129,8.35745727838389,402.95465447293054,21.002378742014702,57.017206604290024,439.6860084430941,31.25136825890432,-35.47,0.664,0.386,0,Low,Normal,None,-1,0,0,Good
t39,2813.415587550323,109.64551961173542,3.1746780236710563,0.5314421572198613,6.931916426159588,10.787492380669205,20.660294344961883,9.956725430577755,5.153668616235645,7.433988775747676,379.7066528589585,25.59100835694154,80.900266982049,762.0620021513934,56.641895175902725,20.74,0.679,0.499,0,Medium,Normal,None,-1,0,0,Minor
t40,3463.891079914643,129.77546623161462,1.9956594902027591,0.7844100924938623,9.298857086468512,17.424012176901,21.796340823678772,8.408820490951058,6.982990612841437,12.278933848216335,370.5240467067998,31.77228633197723,54.89340524076718,1808.814959364114,78.32084805439848,21.03,0.6,0.571,0,Medium,Normal,None,-1,1,1,Moderate
t41,3426.8475322432396,122.20655824648108,2.2244951832949864,0.790824791271454,8.001833340436674,13.720672998259037,18.42950553724924,7.137052008215845,6.095030559515714,13.211645150718184,348.90607459819915,27.215747856804303,58.90437607494029,1066.191911714601,86.56190344919868,-6.82,0.657,0.486,0,Medium,Normal,None,-1,1,2,Moderate
t42,2156.495946089845,94.2901295297806,4.025174367671411,0.2982234724769207,5.121142189666637,5.065532996622893,11.689249381461488,16.225437469810107,2.3371901615365096,6.501915245449137,347.7544611102479,23.666582540320388,59.90938025345588,1961.118314405132,22.254369687236373,-27.92,0.549,0.541,1,Medium,Normal,None,-1,1,1,Good
t43,4310.132161465794,146.49675827701606,1.54777191747031,1.1479361923428208,10.753752606902896,13.053099814536775,27.105768435394996,6.528416534109086,9.304960069663002,12.57319951189506,304.7387310735953,37.50377721866486,81.13089637527831,1119.7862143874552,90.39174289153675,53.7,0.711,0.609,1,Medium,Normal,None,-1,0,0,Critical
t44,2242.9059846350956,92.03282145465292,3.62385030708513,0.30038377020524337,5.551909960525554,4.3590069891726255,12.126583244143683,12.157231148104406,3.0545729578912937,4.823375364561232,362.84157644235904,20.23957050730791,40.73772205743333,1794.398489259419,32.17314745532268,-54.46,0.664,0.461,0,Medium,Normal,None,-1,1,1,Good
t45,3935.7168609896953,137.06120899097738,1.6400522478765065,1.0818987208101,9.957513774058867,15.74824214420946,23.871594122475233,7.28483039547048,8.423871322392362,15.467238878434149,309.25914507931435,29.57415875090037,63.188406573826896,623.5365283661617,92.73386968444727,47.6,0.724,0.473,1,Medium,Normal,None,-1,1,1,Critical
t46,2214.467209027441,88.90525503527144,3.8973443445748734,0.3077364188174248,5.305446280171746,7.880867590884201,12.872896776767446,12.926000409184601,2.701620054342476,9.974892664205926,363.6110384314445,20.04735432008195,53.3123285547525,1162.7280012021452,23.096702923243555,-48.16,0.627,0.434,0,Medium,Normal,None,-1,0,0,Good
t47,2916.9268596088846,106.18410059494398,3.078191784681533,0.5847821995207594,7.232242936903257,11.85214219173842,17.515029966507672,10.513187590146572,5.128906172427102,8.547537892888728,408.7831647479703,18.111314380380204,64.93779057975372,2031.7575693590716,52.04003353327998,18.03,0.685,0.522,0,Medium,Normal,None,-1,0,0,Minor
t48,2980.294289692071,103.88067028380266,2.8633048445830007,0.47369367195928813,7.3957642347391825,14.071481908508309,19.55544070673896,10.602248985462744,5.839675816743812,7.8199339164450405,363.08229971867087,19.4118277296677,62.48040252747976,2128.144288838843,52.325982831410364,-2.29,0.55,0.533,0,Medium,Normal,None,-1,1,1,Minor
t49,2350.1275813093803,92.28327197229662,4.086613315951828,0.2088012735615752,6.386413860045654,10.660455118220526,13.312797606953952,14.116933716061517,1.1952201696109113,7.097971001680731,381.4816601011143,18.11052558726077,40.63603667562492,629.6330150063677,38.74484689476186,-11.6,0.531,0.346,0,Low,Normal,None,-1,0,0,Good
t50,2098.6851345769805,93.52185857948854,3.5883534204253396,0.3829631009327324,7.1058058653232585,11.95005350699221,10.842001287381475,13.627803587003617,3.880702993012333,5.5980605120066995,383.57704544092155,23.336447188419793,74.87082950406331,1117.3549305116032,37.82857780855186,1.24,0.392,0.5,0,High,Normal,None,-1,1,1,Good
t51,2958.1890924809045,101.60523590284055,2.64821014868342,0.47851376436780735,7.6847302689740875,8.541552785024196,16.29456672968937,7.642719538996314,5.030042176825505,9.196230856653736,361.51908003916185,22.42196451527928,71.1683897740236,2082.109423458994,45.718079858776605,8.16,0.426,0.569,0,Medium,Normal,None,-1,1,1,Minor
t52,4015.5026418253756,141.40519300580434,1.7263801830375964,1.2225675372502096,10.507735435061075,17.906623974444162,24.429697036620833,8.571697996594253,8.992041848867807,14.333785086174055,301.6360838606257,31.823417685496445,44.22983067988061,966.1447868983524,88.12623012145049,42.2,0.553,0.475,1,Medium,Normal,None,-1,1,1,Critical
t53,2891.5899433677628,104.02459577282413,2.657524648155404,0.5327179137425048,7.620456464785669,10.143250635708947,16.0892785239259,10.528836648996721,4.285295820147927,12.249920042277525,329.8220692973476,22.829816250570175,35.90204227203346,709.7405608986483,48.79420061346867,-36.92,0.565,0.374,0,Medium,Normal,None,-1,1,1,Minor
t54,4159.623181701715,139.1736032167734,1.550133862624711,1.1230707076402247,10.99357126786469,17.655967141601582,24.43455102512869,7.809608337200834,9.775548507106784,12.067994991470135,309.98105952054874,30.37187666155596,41.64021758431683,2114.7756925169274,93.3734278670407,37.36,0.748,0.558,0,Medium,Normal,None,-1,1,1,Critical
t55,3032.0832780304113,100.46830930675024,3.6022769821291774,0.4431344343480602,7.4563782017429485,10.628173141748178,19.67457379814044,15.358297885764857,4.331121595749909,8.328771093502422,373.2705632201715,17.88500429539396,58.915938191587344,1318.5567860067724,51.59632070101906,-38.22,0.76,0.445,1,Low,Normal,None,-1,0,0,Minor
t56,4178.318046509479,142.70260947304118,2.002291660634944,1.1136835638385927,10.297771248622402,16.431280566107215,24.17870950715412,7.747846238932892,8.201762971641816,10.21834116995496,307.6572872428438,32.735716266295455,58.362793417911206,1107.1050347327057,95.76854145576196,44.01,0.887,0.525,0,Medium,Normal,None,-1,1,1,Critical
t57,2851.720784694212,109.25399685950657,3.2985593041971897,0.5367955275029654,8.377489615665343,13.250862386692889,20.50790336994791,11.188908642936363,6.771664471090102,10.644938887139801,353.9820027729686,27.6421180939679,73.13745364531674,1335.907638627087,51.65300581731287,-32.79,0.75,0.544,0,Medium,Normal,None,-1,0,0,Minor
t58,4001.9128462901485,136.24003565758014,1.9248209321695802,1.1648837363404951,10.873361456128956,17.70982765511162,24.201995735049074,6.353205046518865,9.526663287270114,14.653437684801899,313.2075061375612,30.281440341184027,46.014494249020366,158.85369073307166,89.04215034423648,28.5,0.876,0.399,1,Low,Normal,None,-1,0,0,Critical
t59,2916.415509444693,105.74303876388188,3.401612355384855,0.44635766193075543,7.73622628924955,13.595779778228517,17.475411518949123,12.097760986018866,3.49849827706041,11.020245092591246,389.1964028798765,24.2436364119761,33.73940189123908,158.61700093731878,48.831909860832745,-30.17,0.741,0.331,0,Low,Normal,None,-1,0,0,Minor
t60,2904.162021362029,101.55093942864092,2.8961029302512333,0.6336218479097487,7.405910535904832,11.870054143154437,14.786692287314684,11.457749011588191,4.592869072556311,8.89490257070133,336.7008896440893,25.278041864532906,47.38945732127241,2948.24904715281,61.33898885219662,-3.27,0.779,0.609,0,Medium,Normal,None,-1,1,1,Minor
t61,2293.309753545285,91.94166561920878,3.9107399227044826,0.38153834945690923,5.948560254858862,8.629730326646829,14.31705775348573,13.029155699773057,5.185061318696762,8.005145914691267,374.30062261017946,19.979964280841983,53.63519238401859,1874.2056063688883,27.625835973321,-9.61,0.633,0.495,0,Medium,Normal,None,-1,1,4,Good
t62,4067.6964904709016,139.17373678976006,1.4127420195124056,1.2508261969411343,10.304024444757095,17.526202459696542,23.411322967689973,5.6834812351831285,9.87825549139462,13.569502913014235,306.99452862061844,30.629775674730464,45.90441875823071,75.07905715776164,93.77853849848303,49.19,0.775,0.394,1,Medium,Normal,None,-1,1,1,Critical
t63,3272.3191702811555,119.88873553273807,2.149756689652013,0.7482470856984249,8.379810230120285,14.12454109434592,19.383374011693277,7.541243245206562,6.34721311440465,12.262925031679565,337.55835792759603,26.77985026089652,60.40623119161589,1758.2764713697231,64.78052661040307,-17.84,0.692,0.546,0,Medium,Normal,None,-1,0,0,Moderate
t64,1983.7837439108005,92.74931598433383,3.7518931497308246,0.2985471498989938,5.536240810851074,8.42414337590849,7.823855554365805,13.216869853912423,2.8900977863819874,7.056557312108603,401.4066096375584,19.23093307144056,64.11255473346547,268.5019226865194,23.101809805795156,-27.14,0.663,0.376,0,Low,Normal,None,-1,0,0,Good
t65,2186.952510256874,87.5552079421955,3.550302027959916,0.31762475410179897,5.891625764481182,5.690218859286024,8.247970919694277,14.043853645341533,3.2326976535254976,5.609318806601751,352.8418354320736,23.78449697240715,105.42666462467623,2413.8351030760227,32.94019567814607,-5.19,0.599,0.684,0,High,Normal,None,-1,1,2,Good
t66,4233.181089877069,144.1457780634301,1.5451522185954891,1.1882331797790482,10.124634949269005,16.6795204263485,23.317732868065345,7.487153747917258,9.39636123125108,13.378182484119964,328.81942512678694,34.99461619388382,59.4706182642712,1344.8822915844844,100.0,58.04,0.761,0.563,0,Medium,Normal,None,-1,1,1,Critical
t67,2923.2555568444495,102.77294096298877,2.897931788672809,0.5789753638439634,7.690851316327065,12.079886166986913,17.50971256060699,7.586104544248648,4.969389478030454,8.825087795537456,347.1580686439127,24.82986387454974,50.384316571876454,1881.271081312071,57.77592333251579,-40.79,0.626,0.521,0,Medium,Normal,None,-1,0,0,Minor
t68,4167.674122203015,141.330007863216,2.0750808613268217,1.1806376295994125,10.849470237203857,17.51975140169865,24.54394101275798,8.860430093373642,8.865651736981327,11.671294357136228,317.11025447684773,29.752158873308897,74.80361693633196,950.7652386629876,91.14117537508892,40.48,0.713,0.529,1,Medium,Normal,None,-1,1,3,Critical
t69,3530.55003124228,125.23879560016823,2.2636533835897845,0.9107384576870757,7.968365662973123,10.489172807440516,23.014971803565732,8.402731038816498,6.436009632004427,10.520245971463947,372.09692209012667,27.723492009067392,65.85132066725849,1461.4190835323625,69.11881382068894,-15.52,0.835,0.539,0,Low,Normal,None,-1,1,1,Moderate
t70,2583.133221092553,101.50002628169354,2.9193510159203724,0.5564038503696703,7.610486213899031,12.273601804569802,13.981285902407498,12.562363381883387,5.846309598102099,7.746217402780616,373.3683157313203,22.566773463667165,82.75454976715102,2969.357325322442,57.34240255968029,-23.04,0.883,0.672,0,Medium,Normal,None,-1,1,1,Minor
t71,3242.7949531998547,123.63400598757008,2.457220568574951,0.7180208550260566,8.94154100972132,16.79298122750527,17.199465377570554,7.355728961992765,5.859783120372208,10.215128062686073,335.17017074852794,29.40341808584826,56.22342160776058,1087.2270211190246,77.11631698357571,22.74,0.789,0.496,0,Medium,Normal,None,-1,1,1,Moderate
t72,2596.6997944138297,93.21282023655769,3.719086880937848,0.30526301827174784,5.770961033937352,8.347038272138812,14.341164640184823,12.463299602070386,4.10748944649094,8.631828467604272,357.65069732429646,24.428344623697292,75.33953793921656,2080.9485431689645,30.348884640240797,-30.42,0.734,0.592,1,Medium,Normal,None,-1,1,1,Good
t73,2766.7265610182267,106.2350541246925,3.2160187873738475,0.5033323159465737,7.322772693924637,9.941568478826474,14.225919860012409,10.231974114700789,5.354585151391941,10.534069175336093,329.2365291211374,25.290759049816796,64.66789143831339,1347.965554298527,56.02365197237768,13.36,0.599,0.51,0,Medium,Normal,None,-1,0,0,Minor
t74,2759.8330789019133,99.99518505050524,2.7306722180908323,0.49105579084823475,7.626975284118903,8.278117934812963,11.815792929234718,9.609658396273383,4.577720447238809,7.761320732063507,368.4372083066377,20.297203291719764,82.20937878062196,639.5386394731393,47.10612149141234,-5.67,0.515,0.456,0,Medium,Normal,None,-1,1,1,Minor
t75,2446.3354849344105,107.82377124699988,3.0859612688153653,0.6555532133834587,6.7889127675331675,9.969102701975391,13.217952331504446,11.654283531410208,6.760999289348416,7.986569600254314,387.00124845551557,29.690906201662237,69.03774547189211,2887.3719143719304,43.09638481613477,8.7,0.535,0.682,0,High,Normal,None,-1,0,0,Minor
t76,4464.527578008358,142.12960020494188,1.8597796272375244,1.3400053484865184,10.379345201638651,14.90848063184649,28.29267488998551,6.351382962082542,10.652091279919958,12.804934123262225,331.1981845509577,31.212919580713773,61.53082174312152,2278.774748267938,91.0218860922477,36.6,0.659,0.623,1,Medium,Normal,None,-1,0,0,Critical
t77,2246.7823983503727,87.53279478907231,4.053829840303462,0.29464733147941086,6.091024302439966,6.241250063357398,11.767066577472274,13.235658061849385,4.562348534850158,6.440950577853692,340.7954677224424,16.79585858490128,43.529990061405094,541.3259959379067,30.65033214471447,-54.6,0.657,0.336,0,Low,Normal,None,-1,1,1,Good
t78,3418.2315978437296,123.3481414021123,2.28859811084257,0.8539464794345853,9.444020973272952,12.500142955725824,20.97530421376379,9.226397882911478,6.551623578948723,11.154266367020568,341.00142435467313,31.18241561465634,56.84182758590727,2742.7079561213677,75.09597525365058,36.35,0.727,0.652,0,High,Normal,None,-1,0,0,Moderate
t79,4102.631723733402,143.18911261980801,1.9195574176711592,1.2275937907215082,10.887362233413066,16.69116414014097,23.913160684978326,8.956648530870737,9.766355105641296,10.038875668170979,307.11998589431596,35.125443926840546,55.20057097008793,2418.9700921840713,93.51412097944967,21.35,0.874,0.647,1,High,Normal,None,-1,0,0,Critical
t80,1972.1785467078082,89.85742265477727,4.01675821828296,0.25538414977013246,6.020571624966101,7.104542055743952,10.5114721760559,16.31252190570724,3.8486733843333143,6.391493908758195,383.4310046710075,22.615533709622273,61.08974360415383,923.379619875744,22.15147389834347,-53.33,0.794,0.448,0,Medium,Normal,None,-1,0,0,Good
t81,4060.5398587801615,141.50266108545372,1.6807097366766193,1.1946588910972387,11.211456205403593,21.204582883368207,23.990494145180474,6.154093865455008,8.679730599545675,13.528291200125693,322.0446327678152,30.779180793972177,49.65754536764927,749.562218053562,100.0,54.48,0.765,0.461,1,Medium,Normal,None,-1,0,0,Critical
t82,2331.423620751356,87.41411662464643,3.4913115819664453,0.3300970595110922,5.18533789561493,6.029150441453661,10.958734423971247,12.246103342475376,2.466758329772702,8.336215049179737,361.19201048348634,17.43340199028315,46.9486045729336,1017.2290254117383,27.819956376703413,-54.09,0.772,0.389,0,Medium,Normal,None,-1,1,1,Good
t83,3523.371730797666,124.58518062403911,1.6265816734269665,0.7929283848038123,8.133049861623658,13.427836305416061,19.66166003935791,4.654961035124455,7.005985764534401,12.36125188193701,343.6428809679226,27.98915162406452,59.14334010141095,2760.5303872681475,81.86593511663774,38.82,0.76,0.637,0,Medium,Normal,None,-1,0,0,Moderate
t84,2808.7877943926346,111.722572978088,3.399555120327367,0.447871000106284,7.874910500969713,15.246439599623542,17.59426707132292,10.267157325296864,5.80547008073223,12.72858323338641,369.9035199791218,28.63148649156416,58.46858002414415,653.7152366679746,52.49265344564752,-12.47,0.604,0.459,0,Medium,Normal,None,-1,0,0,Minor
